,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
839609343880413185,839609343880413185,,,"RT @vivacioususa: @BarackObama @MichelleObama Mr. Obama, you and Michelle are the classic examples of CLASS! 👍🏾Thank you for respecting all…","Illinois, USA",826447087139246080,"{'created_at': 'Wed Mar 08 22:50:41 +0000 2017', 'id': 839609343880413185, 'id_str': '839609343880413185', 'text': 'RT @vivacioususa: @BarackObama @MichelleObama Mr. Obama, you and Michelle are the classic examples of CLASS! 👍🏾Thank you for respecting all…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vivacioususa', 'name': 'Countmyblessings🙏', 'id': 823762852481732608, 'id_str': '823762852481732608', 'indices': [3, 16]}, {'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': 813286, 'id_str': '813286', 'indices': [18, 30]}, {'screen_name': 'MichelleObama', 'name': 'Michelle Obama', 'id': 409486555, 'id_str': '409486555', 'indices': [31, 45]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 826447087139246080, 'id_str': '826447087139246080', 'name': 'Horst Seehofer', 'screen_name': 'christsoziale', 'location': 'Illinois, USA', 'description': ""Millions of people within and outside the U.S. can't believe what they are seeing: a once great country and beacon of freedom turns into a dictatorship."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 38, 'friends_count': 69, 'listed_count': 2, 'created_at': 'Tue Jan 31 15:08:35 +0000 2017', 'favourites_count': 374, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 595, 'lang': 'de', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826454272434982913/eMvKrVJz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826454272434982913/eMvKrVJz_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 21:20:23 +0000 2017', 'id': 839586620428939264, 'id_str': '839586620428939264', 'text': '@BarackObama @MichelleObama Mr. Obama, you and Michelle are the classic examples of CLASS! 👍🏾Thank you for respecting all people. Miss you..', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': 813286, 'id_str': '813286', 'indices': [0, 12]}, {'screen_name': 'MichelleObama', 'name': 'Michelle Obama', 'id': 409486555, 'id_str': '409486555', 'indices': [13, 27]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 839585255703080968, 'in_reply_to_status_id_str': '839585255703080968', 'in_reply_to_user_id': 813286, 'in_reply_to_user_id_str': '813286', 'in_reply_to_screen_name': 'BarackObama', 'user': {'id': 823762852481732608, 'id_str': '823762852481732608', 'name': 'Countmyblessings🙏', 'screen_name': 'vivacioususa', 'location': 'Boston, MA (USA) ', 'description': ""💕Politics/Sushi Lover💞[Diehard PATS Fan💋](Congratulations New England Patriots!!!🇺🇸🏈~ 5x Super Bowl World Champions.)🏆🏆🏆🏆🏆  LET'S GO!!! #OneForTheThumb 💍 乾杯！🍺🍹🍷"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 300, 'friends_count': 1451, 'listed_count': 0, 'created_at': 'Tue Jan 24 05:22:23 +0000 2017', 'favourites_count': 7078, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 469, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/823772860040650752/mJ6GDkcc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/823772860040650752/mJ6GDkcc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/823762852481732608/1487626670', 'profile_link_color': 'E81C4F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 38, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 22:50:41 +0000 2017
839608942594568193,839608942594568193,,,"@TownsendArch nah, but i can get you one of those too-
Obama ACA vs Trump ACA: https://t.co/uhzwnmFHCu",boston,2918805490,"{'created_at': 'Wed Mar 08 22:49:05 +0000 2017', 'id': 839608942594568193, 'id_str': '839608942594568193', 'text': '@TownsendArch nah, but i can get you one of those too-\nObama ACA vs Trump ACA: https://t.co/uhzwnmFHCu', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TownsendArch', 'name': 'Todd Townsend', 'id': 1908249498, 'id_str': '1908249498', 'indices': [0, 13]}], 'urls': [], 'media': [{'id': 839608873686200320, 'id_str': '839608873686200320', 'indices': [79, 102], 'media_url': 'http://pbs.twimg.com/media/C6bj0npU8AAVDmf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6bj0npU8AAVDmf.jpg', 'url': 'https://t.co/uhzwnmFHCu', 'display_url': 'pic.twitter.com/uhzwnmFHCu', 'expanded_url': 'https://twitter.com/killersim00/status/839608942594568193/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 338, 'h': 253, 'resize': 'fit'}, 'large': {'w': 338, 'h': 253, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 338, 'h': 253, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 839608873686200320, 'id_str': '839608873686200320', 'indices': [79, 102], 'media_url': 'http://pbs.twimg.com/media/C6bj0npU8AAVDmf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6bj0npU8AAVDmf.jpg', 'url': 'https://t.co/uhzwnmFHCu', 'display_url': 'pic.twitter.com/uhzwnmFHCu', 'expanded_url': 'https://twitter.com/killersim00/status/839608942594568193/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 338, 'h': 253, 'resize': 'fit'}, 'large': {'w': 338, 'h': 253, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 338, 'h': 253, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 839607662459375619, 'in_reply_to_status_id_str': '839607662459375619', 'in_reply_to_user_id': 1908249498, 'in_reply_to_user_id_str': '1908249498', 'in_reply_to_screen_name': 'TownsendArch', 'user': {'id': 2918805490, 'id_str': '2918805490', 'name': 'Alex Carlson 🏳️\u200d🌈', 'screen_name': 'killersim00', 'location': 'boston', 'description': 'good candidate for fixie conversion', 'url': 'https://t.co/sQjmhJsdHX', 'entities': {'url': {'urls': [{'url': 'https://t.co/sQjmhJsdHX', 'expanded_url': 'http://www.alexcarlsondesign.com', 'display_url': 'alexcarlsondesign.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 428, 'friends_count': 333, 'listed_count': 26, 'created_at': 'Sat Dec 13 00:45:26 +0000 2014', 'favourites_count': 5487, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/694970570954428416/F0zLY0zo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/694970570954428416/F0zLY0zo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2918805490/1485616232', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 08 22:49:05 +0000 2017
839608548837425157,839608548837425157,,,RT @TheBpDShow: Obama Admininistration's Cyber Warfare against N. Korea's Nuclear Ambitions: https://t.co/oF2FhlhBFB via @YouTube,"Downingtown, PA",2232152180,"{'created_at': 'Wed Mar 08 22:47:31 +0000 2017', 'id': 839608548837425157, 'id_str': '839608548837425157', 'text': ""RT @TheBpDShow: Obama Admininistration's Cyber Warfare against N. Korea's Nuclear Ambitions: https://t.co/oF2FhlhBFB via @YouTube"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheBpDShow', 'name': 'Benjamin Dixon 🌹', 'id': 2949261587, 'id_str': '2949261587', 'indices': [3, 14]}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [121, 129]}], 'urls': [{'url': 'https://t.co/oF2FhlhBFB', 'expanded_url': 'http://youtu.be/rMdx_UNeLx4?a', 'display_url': 'youtu.be/rMdx_UNeLx4?a', 'indices': [93, 116]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2232152180, 'id_str': '2232152180', 'name': 'Roseann Martorana', 'screen_name': 'RoseannMartora1', 'location': 'Downingtown, PA', 'description': 'people planet and peace over profit', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 680, 'friends_count': 1195, 'listed_count': 127, 'created_at': 'Thu Dec 05 23:27:55 +0000 2013', 'favourites_count': 12348, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 20521, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/834535844702744576/MURhZwsi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/834535844702744576/MURhZwsi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2232152180/1487803826', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 14:00:27 +0000 2017', 'id': 839475905542164481, 'id_str': '839475905542164481', 'text': ""Obama Admininistration's Cyber Warfare against N. Korea's Nuclear Ambitions: https://t.co/oF2FhlhBFB via @YouTube"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [105, 113]}], 'urls': [{'url': 'https://t.co/oF2FhlhBFB', 'expanded_url': 'http://youtu.be/rMdx_UNeLx4?a', 'display_url': 'youtu.be/rMdx_UNeLx4?a', 'indices': [77, 100]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2949261587, 'id_str': '2949261587', 'name': 'Benjamin Dixon 🌹', 'screen_name': 'TheBpDShow', 'location': 'Boston, MA', 'description': ""Founder of the @ProgressiveArmy | I don't block trolls. Trolls block me"", 'url': 'https://t.co/UwMg1mFf5n', 'entities': {'url': {'urls': [{'url': 'https://t.co/UwMg1mFf5n', 'expanded_url': 'http://www.youtube.com/c/theBenjaminDixonShow', 'display_url': 'youtube.com/c/theBenjaminD…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 28526, 'friends_count': 1350, 'listed_count': 1525, 'created_at': 'Mon Dec 29 13:58:38 +0000 2014', 'favourites_count': 66195, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 35702, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/834749230015184896/ia30tEd8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/834749230015184896/ia30tEd8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2949261587/1488558167', 'profile_link_color': '51597B', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 08 22:47:31 +0000 2017
839608534451040257,839608534451040257,,,RT @brianjlemieux: @FoxNews @brookefoxnews Thanks Obama,,760254675824185346,"{'created_at': 'Wed Mar 08 22:47:28 +0000 2017', 'id': 839608534451040257, 'id_str': '839608534451040257', 'text': 'RT @brianjlemieux: @FoxNews @brookefoxnews Thanks Obama', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'brianjlemieux', 'name': 'Brian Lemieux', 'id': 22387346, 'id_str': '22387346', 'indices': [3, 17]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [19, 27]}, {'screen_name': 'brookefoxnews', 'name': 'Brooke Singman', 'id': 1098615836, 'id_str': '1098615836', 'indices': [28, 42]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 760254675824185346, 'id_str': '760254675824185346', 'name': 'jjbeam22', 'screen_name': 'jjbeam22', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 87, 'friends_count': 93, 'listed_count': 9, 'created_at': 'Mon Aug 01 23:23:34 +0000 2016', 'favourites_count': 12689, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 16222, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 22:30:54 +0000 2017', 'id': 839604364318769154, 'id_str': '839604364318769154', 'text': '@FoxNews @brookefoxnews Thanks Obama', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [0, 8]}, {'screen_name': 'brookefoxnews', 'name': 'Brooke Singman', 'id': 1098615836, 'id_str': '1098615836', 'indices': [9, 23]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 839602882336833536, 'in_reply_to_status_id_str': '839602882336833536', 'in_reply_to_user_id': 1367531, 'in_reply_to_user_id_str': '1367531', 'in_reply_to_screen_name': 'FoxNews', 'user': {'id': 22387346, 'id_str': '22387346', 'name': 'Brian Lemieux', 'screen_name': 'brianjlemieux', 'location': 'boston\n', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 102, 'friends_count': 311, 'listed_count': 2, 'created_at': 'Sun Mar 01 18:14:24 +0000 2009', 'favourites_count': 138, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 215, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/463147341940527104/7ZCM0ZpY_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/463147341940527104/7ZCM0ZpY_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 22:47:28 +0000 2017
839608066563792896,839608066563792896,,,"I encourage strangers who go ""But Obama!"" to me to review further material on these points with your newfound free time after I block you","Cambridge, MA",990711,"{'created_at': 'Wed Mar 08 22:45:36 +0000 2017', 'id': 839608066563792896, 'id_str': '839608066563792896', 'text': 'I encourage strangers who go ""But Obama!"" to me to review further material on these points with your newfound free time after I block you', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 839607740980944896, 'in_reply_to_status_id_str': '839607740980944896', 'in_reply_to_user_id': 990711, 'in_reply_to_user_id_str': '990711', 'in_reply_to_screen_name': 'JasonT', 'user': {'id': 990711, 'id_str': '990711', 'name': 'Jason Tocci', 'screen_name': 'JasonT', 'location': 'Cambridge, MA', 'description': 'Community Manager, Writer/Designer/Researcher, Communication PhD. Opinions are my own and usually pretty nerdy.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 525, 'friends_count': 452, 'listed_count': 35, 'created_at': 'Mon Mar 12 06:09:24 +0000 2007', 'favourites_count': 7606, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 22242, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A0F0B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/660830056915140609/9UbQLV-o_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/660830056915140609/9UbQLV-o_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/990711/1399742389', 'profile_link_color': '822900', 'profile_sidebar_border_color': '9CCAD6', 'profile_sidebar_fill_color': 'D1EEF0', 'profile_text_color': '364042', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 22:45:36 +0000 2017
839607087881682945,839607087881682945,,,"@TGowdySC AMERICA WONT STOP PUTTING OUT THE TRUTH UNTIL OBAMA,HILLARY AND THE REST GO TO PRISON!","Boston, MA",808011260528852998,"{'created_at': 'Wed Mar 08 22:41:43 +0000 2017', 'id': 839607087881682945, 'id_str': '839607087881682945', 'text': '@TGowdySC AMERICA WONT STOP PUTTING OUT THE TRUTH UNTIL OBAMA,HILLARY AND THE REST GO TO PRISON!', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TGowdySC', 'name': 'Trey Gowdy', 'id': 237348797, 'id_str': '237348797', 'indices': [0, 9]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': 237348797, 'in_reply_to_user_id_str': '237348797', 'in_reply_to_screen_name': 'TGowdySC', 'user': {'id': 808011260528852998, 'id_str': '808011260528852998', 'name': 'kerria kelly', 'screen_name': 'kerriakelly71', 'location': 'Boston, MA', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3, 'friends_count': 50, 'listed_count': 0, 'created_at': 'Sun Dec 11 18:11:11 +0000 2016', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 490, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 22:41:43 +0000 2017
