,tweet_id,lat,lon,content,location,user,raw_source,data_point,time,new_location,new_location1,new_location2,new_location3
839618678551347200,839618678551347200,,,Woburn scores. WA down 0-1 with 4 mins left in the 1st period,"Westford, MA",78738554,"{'created_at': 'Wed Mar 08 23:27:46 +0000 2017', 'id': 839618678551347200, 'id_str': '839618678551347200', 'text': 'Woburn scores. WA down 0-1 with 4 mins left in the 1st period', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 78738554, 'id_str': '78738554', 'name': 'WA Ghostwriter', 'screen_name': 'WAGhostwriter', 'location': 'Westford, MA', 'description': 'Student run newspaper of Westford Academy, covering all things WA.', 'url': 'https://t.co/qmkScpSjIE', 'entities': {'url': {'urls': [{'url': 'https://t.co/qmkScpSjIE', 'expanded_url': 'http://www.waghostwriter.com', 'display_url': 'waghostwriter.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 948, 'friends_count': 112, 'listed_count': 13, 'created_at': 'Wed Sep 30 23:24:35 +0000 2009', 'favourites_count': 102, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 3001, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/454337781/ghost-125x150_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/454337781/ghost-125x150_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/78738554/1447205584', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 23:27:46 +0000 2017,"Westford, MA","Westford, MA","Westford, MA","Westford, MA"
839618678358437888,839618678358437888,,,Grand opening this Thursday March 9th at Club Revel in Quincy MA!  Embassy Thursdays with music by DJ Nextlevel... https://t.co/i6Jk9UmEMa,Boston,770613488,"{'created_at': 'Wed Mar 08 23:27:46 +0000 2017', 'id': 839618678358437888, 'id_str': '839618678358437888', 'text': 'Grand opening this Thursday March 9th at Club Revel in Quincy MA!  Embassy Thursdays with music by DJ Nextlevel... https://t.co/i6Jk9UmEMa', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/i6Jk9UmEMa', 'expanded_url': 'http://fb.me/1eeyZfrQG', 'display_url': 'fb.me/1eeyZfrQG', 'indices': [115, 138]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 770613488, 'id_str': '770613488', 'name': 'Stilo Entertainment', 'screen_name': 'StiloEnt', 'location': 'Boston', 'description': 'Exclusive Night Life VIP Host & Promoter', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 130, 'friends_count': 1230, 'listed_count': 0, 'created_at': 'Tue Aug 21 01:52:07 +0000 2012', 'favourites_count': 0, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 2558, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FCFCFC', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/638604235/35o38okn1h6i28vnl4a5.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/638604235/35o38okn1h6i28vnl4a5.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2756660600/d1de7299f402414c4192a78969609cf8_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2756660600/d1de7299f402414c4192a78969609cf8_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/770613488/1351039455', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 08 23:27:46 +0000 2017,"Boston, MA","Boston, MA","Boston, MA","Boston, MA"
839618677699821568,839618677699821568,,,RT @UmbilicalKordei: SHOOKETH https://t.co/IW3FNA1y0t,,3220982130,"{'created_at': 'Wed Mar 08 23:27:46 +0000 2017', 'id': 839618677699821568, 'id_str': '839618677699821568', 'text': 'RT @UmbilicalKordei: SHOOKETH https://t.co/IW3FNA1y0t', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UmbilicalKordei', 'name': '::', 'id': 368573600, 'id_str': '368573600', 'indices': [3, 19]}], 'urls': [{'url': 'https://t.co/IW3FNA1y0t', 'expanded_url': 'https://www.youtube.com/watch?v=lKYjD09DtOw&feature=youtu.be', 'display_url': 'youtube.com/watch?v=lKYjD0…', 'indices': [30, 53]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3220982130, 'id_str': '3220982130', 'name': 'RubysH4rmony', 'screen_name': 'rubys004', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 537, 'friends_count': 652, 'listed_count': 43, 'created_at': 'Wed May 20 04:49:48 +0000 2015', 'favourites_count': 76971, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 98480, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/811141989261414401/vZ2luhh-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/811141989261414401/vZ2luhh-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3220982130/1482225968', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 22:55:03 +0000 2017', 'id': 839610442876088324, 'id_str': '839610442876088324', 'text': 'SHOOKETH https://t.co/IW3FNA1y0t', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IW3FNA1y0t', 'expanded_url': 'https://www.youtube.com/watch?v=lKYjD09DtOw&feature=youtu.be', 'display_url': 'youtube.com/watch?v=lKYjD0…', 'indices': [9, 32]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 368573600, 'id_str': '368573600', 'name': '::', 'screen_name': 'UmbilicalKordei', 'location': 'Boston, MA', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8207, 'friends_count': 231, 'listed_count': 73, 'created_at': 'Mon Sep 05 21:25:11 +0000 2011', 'favourites_count': 16793, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 119750, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme6/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme6/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/839357034235478016/o5A8ne0q_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/839357034235478016/o5A8ne0q_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/368573600/1488066196', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 11, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 08 23:27:46 +0000 2017,,,,
839618675145605120,839618675145605120,,,@keldunn_ @XzachbrennanX Zach...rethink this,"Boston, MA",125235615,"{'created_at': 'Wed Mar 08 23:27:46 +0000 2017', 'id': 839618675145605120, 'id_str': '839618675145605120', 'text': '@keldunn_ @XzachbrennanX Zach...rethink this', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'keldunn_', 'name': 'Kelleigh', 'id': 250731611, 'id_str': '250731611', 'indices': [0, 9]}, {'screen_name': 'XzachbrennanX', 'name': 'Edgewarrior 🌐', 'id': 1909442107, 'id_str': '1909442107', 'indices': [10, 24]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 839609867581153281, 'in_reply_to_status_id_str': '839609867581153281', 'in_reply_to_user_id': 250731611, 'in_reply_to_user_id_str': '250731611', 'in_reply_to_screen_name': 'keldunn_', 'user': {'id': 125235615, 'id_str': '125235615', 'name': 'Mike Moschetto', 'screen_name': 'MikeMoschetto', 'location': 'Boston, MA', 'description': 'Producer/engineer/musician (@AviatorMA, @alcoatheband, etc). Punk rock, public radio, occasional fits of irony', 'url': 'https://t.co/umfQwZn54E', 'entities': {'url': {'urls': [{'url': 'https://t.co/umfQwZn54E', 'expanded_url': 'http://mikemoschetto.com', 'display_url': 'mikemoschetto.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 671, 'friends_count': 265, 'listed_count': 11, 'created_at': 'Mon Mar 22 04:33:01 +0000 2010', 'favourites_count': 3925, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 13169, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/85135025/Dione3_cassini_small.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/85135025/Dione3_cassini_small.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/797525507873116160/l4YNmweC_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/797525507873116160/l4YNmweC_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/125235615/1483979976', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EBEBEB', 'profile_text_color': '757575', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': {'id': '13f1b1eadfb47f9b', 'url': 'https://api.twitter.com/1.1/geo/id/13f1b1eadfb47f9b.json', 'place_type': 'city', 'name': 'Brookline', 'full_name': 'Brookline, MA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-71.178586, 42.29466], [-71.105725, 42.29466], [-71.105725, 42.351818], [-71.178586, 42.351818]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 23:27:46 +0000 2017,"Boston, MA","Boston, MA","Boston, MA","Boston, MA"
839618673866334208,839618673866334208,,,RT @phinsanalysis: @HeatPhinsTalk @Robi2184 dudes name is Duron.,France,256834526,"{'created_at': 'Wed Mar 08 23:27:45 +0000 2017', 'id': 839618673866334208, 'id_str': '839618673866334208', 'text': 'RT @phinsanalysis: @HeatPhinsTalk @Robi2184 dudes name is Duron.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'phinsanalysis', 'name': 'Mike Capizzi', 'id': 2915551371, 'id_str': '2915551371', 'indices': [3, 17]}, {'screen_name': 'HeatPhinsTalk', 'name': 'HeatDolphinsTalk🔥🐬', 'id': 256834526, 'id_str': '256834526', 'indices': [19, 33]}, {'screen_name': 'Robi2184', 'name': 'Robi', 'id': 22115998, 'id_str': '22115998', 'indices': [34, 43]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 256834526, 'id_str': '256834526', 'name': 'HeatDolphinsTalk🔥🐬', 'screen_name': 'HeatPhinsTalk', 'location': 'France', 'description': 'I talk Miami Heat & Dolphins| 28, dedicated fan since 1998 from France| I love league pass, HATE jet lag | #1 #3 #33 #40 | #34 #54 #91 #99 #HeatisOn🏀 #Finsup🏈', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3866, 'friends_count': 3673, 'listed_count': 39, 'created_at': 'Thu Feb 24 04:51:22 +0000 2011', 'favourites_count': 1835, 'utc_offset': 3600, 'time_zone': 'Paris', 'geo_enabled': False, 'verified': False, 'statuses_count': 17233, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBD3C1', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/872313512/e43f5ef6ce2dca58b8f62c5fe15ec884.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/872313512/e43f5ef6ce2dca58b8f62c5fe15ec884.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/625731060656119809/_cZxfzKe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/625731060656119809/_cZxfzKe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/256834526/1403549505', 'profile_link_color': '1AA6B8', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '78F0E0', 'profile_text_color': '080808', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 23:26:49 +0000 2017', 'id': 839618439417212928, 'id_str': '839618439417212928', 'text': '@HeatPhinsTalk @Robi2184 dudes name is Duron.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HeatPhinsTalk', 'name': 'HeatDolphinsTalk🔥🐬', 'id': 256834526, 'id_str': '256834526', 'indices': [0, 14]}, {'screen_name': 'Robi2184', 'name': 'Robi', 'id': 22115998, 'id_str': '22115998', 'indices': [15, 24]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 839618118007799810, 'in_reply_to_status_id_str': '839618118007799810', 'in_reply_to_user_id': 256834526, 'in_reply_to_user_id_str': '256834526', 'in_reply_to_screen_name': 'HeatPhinsTalk', 'user': {'id': 2915551371, 'id_str': '2915551371', 'name': 'Mike Capizzi', 'screen_name': 'phinsanalysis', 'location': 'Boston, MA', 'description': 'Unbiased albeit avid supporter of the Miami Dolphins/Notre Dame Fighting Irish and the game of football in general.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 241, 'friends_count': 1195, 'listed_count': 4, 'created_at': 'Thu Dec 11 14:33:31 +0000 2014', 'favourites_count': 780, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 3061, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/543052847005188096/cL31eR2l_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/543052847005188096/cL31eR2l_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 23:27:45 +0000 2017,France,France,France,France
839618673220468736,839618673220468736,,,auntie anne's lemonade is the absolute key to my heart,"Boston, MA",526622986,"{'created_at': 'Wed Mar 08 23:27:45 +0000 2017', 'id': 839618673220468736, 'id_str': '839618673220468736', 'text': ""auntie anne's lemonade is the absolute key to my heart"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 526622986, 'id_str': '526622986', 'name': 'maura', 'screen_name': '_3231994', 'location': 'Boston, MA', 'description': 'let me hold your hand, we can talk about our favorite bands', 'url': 'https://t.co/hkAfSK0MfD', 'entities': {'url': {'urls': [{'url': 'https://t.co/hkAfSK0MfD', 'expanded_url': 'https://open.spotify.com/user/1254386189', 'display_url': 'open.spotify.com/user/1254386189', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3729, 'friends_count': 2060, 'listed_count': 6, 'created_at': 'Fri Mar 16 17:38:40 +0000 2012', 'favourites_count': 15617, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1288, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/837694880654766081/JyZmQAVV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/837694880654766081/JyZmQAVV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/526622986/1488839414', 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 23:27:45 +0000 2017,"Boston, MA","Boston, MA","Boston, MA","Boston, MA"
839618672515764224,839618672515764224,,,RT @boston_basic: Marriage is nothing about a big fancy wedding it's about committing to spend your life faithfully with one person forever,United States,774700321410981888,"{'created_at': 'Wed Mar 08 23:27:45 +0000 2017', 'id': 839618672515764224, 'id_str': '839618672515764224', 'text': ""RT @boston_basic: Marriage is nothing about a big fancy wedding it's about committing to spend your life faithfully with one person forever"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'boston_basic', 'name': 'BostonBasic', 'id': 760574769234411521, 'id_str': '760574769234411521', 'indices': [3, 16]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 774700321410981888, 'id_str': '774700321410981888', 'name': 'Budlight & Baseball', 'screen_name': 'beernbootsx', 'location': 'United States', 'description': ""there's usually a beer in my hand.. if not, go get me one."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 26, 'friends_count': 29, 'listed_count': 1, 'created_at': 'Sat Sep 10 20:05:24 +0000 2016', 'favourites_count': 4, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/839601257752973312/do5yK0YB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/839601257752973312/do5yK0YB_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/774700321410981888/1489011567', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 08 21:06:30 +0000 2017', 'id': 839583125319614465, 'id_str': '839583125319614465', 'text': ""Marriage is nothing about a big fancy wedding it's about committing to spend your life faithfully with one person forever"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 760574769234411521, 'id_str': '760574769234411521', 'name': 'BostonBasic', 'screen_name': 'boston_basic', 'location': 'Boston, MA', 'description': 'Just another girl living in Boston. Avi is me!', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 4977, 'friends_count': 5383, 'listed_count': 13, 'created_at': 'Tue Aug 02 20:35:30 +0000 2016', 'favourites_count': 2910, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1493, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/828988967303405568/xWg6p458_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/828988967303405568/xWg6p458_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/760574769234411521/1470173220', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 20, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 08 23:27:45 +0000 2017,United States,United States,United States,United States
